KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
SYR_liberal;Reform Party;Parti réformiste;Reformpartei;Partia Reform;Partido de las Reformas;Partito riformista;Reformpárt;Reformní strana;Reformpárt;Hervormingspartij;Partido da Reforma;Ïàğòèÿ Ğåôîğì;Uudistuspuolue;x
SYR_reactionary;Ba'ath Party;Parti Baas;Ba'ath Partei;Partia Baas;Partido Baath;Partito Ba'ath;Ba'ath párt;Ba'ath Party;Ba'ath párt;Ba'ath-Partij;Partido Ba'ath;Ïàğòèÿ Áààñ;Ba'ath-puolue;x
SYR_socialist;Arab Workers Party;Parti des travailleurs arabes;Arabische Arbeiterpartei;Arabska Partia Robotnicza;Partido de los Trabajadores Árabes;Partito dei lavoratori arabi;Arab Munkavállalók Pártja;Arabská dìlnická strana;Arab Munkavállalók Pártja;Arabische Arbeiderspartij;Partido dos Trabalhadores Árabes;Àğàáñêàÿ Ğàáî÷àÿ Ïàğòèÿ;Arabityöläisten puolue;x
SZC;Sichuan;Sichuan;Sichuan;Syczuan;Sichuan;Sichuan;Sichuan;Sichuan;Sichuan;Sichuan;Sujuão;Ñû÷óàíü;Sichuan;x
SZC_ADJ;Sichuanese;du Sichuan;Sichuan-;syczuañsk;Sichuanesa;di Sichuan;Sichuanese;Sichuanese;Sichuanese;Sichuanese;Sujuanês;ñû÷óàíüñê;Sichuanese;x
TAH;Tahiti;Tahiti;Tahiti;Tahiti;Tahití;Tahiti;Tahiti;Tahiti;Tahiti;Tahiti;Taiti;Òàèòè;Tahiti;x
TAH_ADJ;Tahitian;Tahitien;Tahitisch;tahitañsk;Tahitiana;Tahitiana;tahiti;Tahitián;tahiti;Tahitian;Taitiano;Òàèòèéñê;Tahitin;x
TAI;Taiwan;Taïwan;Taiwan;Tajwan;Taiwán;Taiwan;Taiwan;Tchajwan;Taiwan;Taiwan;Taiwan;Òàéâàíü;Taiwan;x
TAI_ADJ;Taiwanese;Taïwanais;Taiwanisch;tajwañsk;Taiwanesa;Taiwanese;tajvani;Tchajwanskı;tajvani;Taiwanees;Taiwanês;òàéâàíüñê;taiwanilainen;x
TAJ;Tajikistan;Tadjikistan;Tadschikistan;Tad¿ykistan;Tayikistán;Tagichistan;Tádzsikisztán;Tádikistán;Tádzsikisztán;Tadzjikistan;Tajiquistão;Òàäæèêèñòàí;Tadikistan;x
TAJ_ADJ;Tajik;Tadjik;Tadschikisch;tad¿yck;Tayika;Tagica;tádzsik;Tádik;tádzsik;Tadzjiekse;Tadjique;òàäæèêñê;Tadikistanin;x
TAJ_proletarian_dictatorship;SSR Tajikistan;RSS Tadjikistan;SSR Tadschikistan;SRR Tad¿ykistan;La RSS de Tayikistán;RSS Tagica;SSR Tádzsikisztán;SSR Tádikistán;SSR Tádzsikisztán;SSR Tadzjikistan;A RSS Tadjique;ÑÑĞ Òàäæèêèñòàí;SSR Tajikistan;x
TAM;Transamur;Transamour;Transamur;Transamur;Transamur;Transamur;Transamur;Transamur;Transamur;Transamur;Transamur;Òğàíñàìóğ;Transamur;x
TAM_ADJ;Transamurian;Transamourienne;Transamurisch;Transamursk.;de Transamur;del Transamur;Transamurian;Transamurian;Transamurian;Transamurisch;de Transamur;Òğàíñàìóğñê;Transamurian;x
TAM_proletarian_dictatorship;Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;Âàé Äóíáıé;Wai Dongbei;x
TAM_proletarian_dictatorship_ADJ;Wai Dongbei;du Wai Dongbei;Wai Dongbei-;Wai-Dongbeisk.;de Wai Dongbei;del Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;Wai Dongbei;de Wai Dongbei;Âàÿ-Äóíáıÿ;Wai Dongbei;x
TAR;Tatarstan;Tatarstan;Tatarstan;Tatarstan;Tartaristán;Tatarstan;Tatár;Tatarstan;Tatár;Tatarstan;Tartaristão;Òàòàğñòàí;Tatarstan;x
TAR_ADJ;Tatar;Tatar;Tatarisch;tatarsk;Tártara;Tatara;tatár;Tatar;tatár;Tartaar;Tártaro;òàòàğñê;Tatar;x
TCA;Transcaucasia;Transcaucasie;Transkaukasien;Zakaukazie;La Transcaucasia;Transcaucasia;Transzkaukáziába;Zakavkazství;Transzkaukáziába;Transcaucasia;Transcaucásia;Çàêàâêàçüå;Transkaukasia;x
TCA_ADJ;Transcaucasian;Transcaucasien;Transkaukasisch;zakaukask;Transcaucásica;Transcaucasica;transzkaukáziai;Zakaukazská;transzkaukáziai;Transkaukasische;Transcaucasiano;Çàêàâêàçñê;Transkaukasian;x
TEU;The Teutonic Order;L'Ordre Teutonique;Der Deutsche Orden;Krzy¿acy;La Orden Teutónica;L'Ordine Teutonico;A Német Lovagrend;germánská objednávka;A Német Lovagrend;de Duitse Orde;A Ordem Teutônica;Òåâòîíñêèé Îğäåí;Saksalaisen ritarikunnan;x
TEU_ADJ;Teutonic;Teutonique;Deutsch;Krzy¿aków;Teutónica;Teutonica;teuton;teutonskı;teuton;Germaans;Teutônico;Òåâòîíñê;saksalainen;x
TEU_democracy;Teutonia;Teutonie;Teutonenland;Teutoñscy;Teutonia;Teutonia;Teutonia;Teutonia;Teutonia;Teutonia;Teutônia;Òåóòîíèÿ;Teutonia;x
TEU_proletarian_dictatorship;The Teutonic Proletariate;Le Prolétariat Teutonique;Das Deutsche Proletariat;Proletariat Krzy¿acki;El Proletariado Teutónico;Il Proletariato Teutonico;A teuton proletariátus;germánskı Proletariate;A teuton proletariátus;de Duitse proletariaat;O Proletariado Teutônico;Òåâòîíñêèé Ïğîëåòàğèàò;Saksalaisen Proletariate;x
TGA;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Òîíãà;Tonga;x
TGA_ADJ;Tongan;Tongien;Tongaisch;tongijsk;Tongana;Tongana;tongai;Tongan;tongai;Tongaanse;Tonganês;òîíãàíñê;Tongan;x
THU;Thuringia;Thuringe;Thüringen;Turyngia;Turingia;Turingia;Türingia;Durynsko;Türingia;Thüringen;Turíngia;Òşğèíãèÿ;Thüringen;x
THU_ADJ;Thuringian;Thuringeois;Thüringisch;Turyngii;Turingiana;Turingia;Türingiai;Durynskı;Türingiai;Thüringer;Turíngio;Òşğèíãñê;Thüringenin;x
TIG;Tigray;Tigré;Tigray;Tigraj;Tigré;Tigrè;Tigray;Tigray;Tigray;Tigray;Tigré;Òèãğå;Tigray;x
TIG_ADJ;Tigray;du Tigré;Tigray-;Tigrinia;Tigriña;del Tigrè;Tigray;Tigray;Tigray;Tigray;Tigré;òèãğåéñê;Tigray;x
TIM;The Timurids;Timourides;Timuridenreich;Timurydzi;Timúridas;Timuridi;Timurid;Timurid;Timurid;Timurid;Os Timúridas;Òèìóğèäû;Timurid;x
TIM_ADJ;Timurid;Timouride;Timuriden-;Timurydów;Timúrida;Timuride;Timurid;Timurid;Timurid;Timurid;Timúrida;Òèìóğèäñê;Timurid;x
TIR;Tirol;Tyrol;Tirol;Tyrol;Tirol;Tirolo;Tirol;Tirol;Tirol;Tirol;Tirol;Òèğîëü;Tirol;x
TIR_ADJ;Tyrolean;Tyrolien;Tirolisch;Tyrolu;Tirolesa;Tirolese;tiroli;tyrolské;tiroli;Tiroler;Tirolês;Òèğîëüñê;Tirolin;x
TKM;Turkmenistan;Turkménistan;Turkmenistan;Turkmenia;Turkmenistán;Turkmenistan;Türkmenisztán;Turkmenistán;Türkmenisztán;Turkmenistan;Turcomenistão;Òóğêìåíèñòàí;Turkmenistan;x
TKM_ADJ;Turkmen;Turkmène;Turkmenisch;turkmeñsk;Turcomana;Turcomanna;Türkmén;Turkmenisté;Türkmén;Turkmeens;Turcomeno;òóğêìåíñê;Turkmenistanin;x
TKS;Turkestan;Turkestan;Turkestan;Turkiestan;Turquestán;Turkestan;Turkesztán;Turkestán;Turkesztán;Turkestan;Turquestão;Òóğêåñòàí;Turkestan;x
TKS_ADJ;Turkestani;Turkestannais;Turkestanisch;turkiestañsk;Turquestaní;Turchestana;Turkesztáni;Turkestáni;Turkesztáni;Turkestaans;Turquestanês;òóğêìåíñê;Turkestani;x
TMR;Timor;Timor;Timor;Timor;Timor;Timor;Timor;Timor;Timor;Timor;Timor;Òèìîğ;timor;x
TMR_ADJ;Timorese;Timorais;Timoresisch;timorsk;Timorense;Timorese;timori;Timorese;timori;Timorese;Timorense;òèìîğñê;Timorin;x
TNT;Tannu Tuva;Tannou-Touva;Tannu Tuwa;Tuwiñska Republika Ludowa;Tannu Tuvá;Tannu Tuva;Tannu Tuva;Tannu Tuva;Tannu Tuva;Tannu Tuva;Tannu Tuva;Òàííó Òóâà;Tannu Tuva;x
TNT_ADJ;Tuvan;Touvain;Tuwinisch;tuwiñsk;Tuvana;Tuvana;Tuvan;Tuvan;Tuvan;Tuvan;Tuviniano;òóâèíñê;Tuvan;x
TNZ;Tanganyika;Tanganyika;Tanganjika;Tanganika;Tanganica;Tanganica;Tanganyika;Tanganyika;Tanganyika;Tanganyika;Tanganica;Òàíãàíüèêà;Tanganjika;x
TNZ_ADJ;Tanzanian;Tanzanien;Tansanisch;tanzañsk;Tanzana;Tanzana;tanzániai;Tanzanskı;tanzániai;Tanzaniaans;Tanzaniano;òàíçàíèéñê;tansanialainen;x
TOC;Tocharia;Tocharie;Tocharien;Tocharia;Tocaria;Tocaria;Tocharia;Tocharia;Tocharia;Tocharia;Tocária;Òîõàğèñòàí;Tocharia;x
TOC_ADJ;Tocharian;Tocharienne;Tocharisch;tocharsk;Tocaria;Tocaria;Tocharian;Tocharian;Tocharian;Tochaars;Tocário;òîõàğñê;Tokarilainen;x
TOG;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Òîãî;Togo;x
TOG_ADJ;Togo;Togolais;Togolesisch;togijsk;Togolesa;Togolese;togói;Togolese;togói;Togolese;Togolês;òîãîëåçñê;Togon;x
TOO;Futa Toro;Fouta-Toro;Fouta Toro;Futa Tooro;Futa Toro;Futa Toro;Futa Toro;Futa Toro;Futa Toro;Futa Toro;Futa Toro;Ôóòà Òîğî;Futa Toro;x
TOO_ADJ;Tooro;Toro;Toro-;Tooro;de Futa Toro;di Tooro;Tooro;Tooro;Tooro;Tooro;de Futa Toro;ôóòàòîğñê;Tooro;x
TOS;Tosa;Tosa;Tosa;Tosa;Tosa;Tosa;Tosa;Tosa;Tosa;Tosa;Tosa;Òîñà;Tosa;x
TOS_ADJ;Tosan;de Tosa;Tosa-;Tosy;de Tosa;di Tosa;Tosan;Tosane;Tosan;Tosan;de Tosa;òîññê;Tosan;x
TRL;Trapalandia;Trapalandien;Trapaland;Trapalandia;Trapalandia;Trapalandia;Trapalandia;Trapalandia;Trapalandia;Trapalandia;Trapalandia;Òğàïàëàíäèÿ;Trapalandia;x
TRL_ADJ;Trapalandian;Trapalandien;Trapalandisch;trapalandzk;Trapalandesa;Trapalandina;Trapalandian;Trapalandian;Trapalandian;Trapalandian;Trapalandês;òğàïàëàíäñê;Trapalandian;x
TRL_communist;Equus Party;Parti de l'Équus;Equus-Partei;Partia Equus;Partido Equus;Partito Equus;Equus fél;Equus Party;Equus fél;Equus Party;Partido Equus;Ïàğòèÿ Åêâóñà;Equus Party;x
TRL_fascist;Glitterhoof's Army;Armée de Glitterhoof;Glitterhoof-Armee;Wojsko Glitterhoofa;Ejército de Glitterhoof;Esercito di Glitterhoof;Gliterhoof hadsereg;Gliterhoof armáda;Gliterhoof hadsereg;Gliterhoof's Army;Exército de Glitterhoof;Àğìèÿ Ãëèòåğãîôà;Gliterhoof armeija;x
TRL_reactionary;Caligula's Supporters;Supporteurs de Caligula;Caligula-Unterstützer;Zwolennicy Kaliguli;Fanáticos de Caligula;Sostenitori di Caligola;Caligula Támogatók;Caligula Podporovatelé;Caligula Támogatók;Supporters Caligula's;Apoiantes de Caligula;Ñòîğîííèêè Êàëèãóëû;Caligula kannattajat;x
TRS;Tarasco;Tarasque;Taraskus;Tarasco;Tarasco;Tarasco;Tarasco;Tarasco;Tarasco;Tarasco;Tarasco;Òàğàñêî;Tarasco;x
TRS_ADJ;Tarascan;Tarasquien;Taraskanisch;taraskijsk;Purépecha;Tarasca;Tarascan;Tarascan;Tarascan;Taraskische;Purépecha;ïóğåïå÷ñê;Tarascan;x
TRZ;Mauritania;Mauritanie;Mauretanien;Mauretania;Mauritania;Mauritania;Mauritánia;Mauritánie;Mauritánia;Mauritanië;Mauritânia;Ìàâğèòàíèÿ;Mauritania;x
TRZ_absolute_monarchy;Trarza;Trarza;Trarza;At-Tarariza;Trarza;Trarza;Trarza;Trarza;Trarza;Trarza;Trarza;Òğàğçà;Trarza;x
TRZ_absolute_monarchy_ADJ;Trarzan;Trarzan;Trarza-;At-Tararizy;de Trarza;di Trarza;Trarzan;Trarzan;Trarzan;Trarzan;de Trarza;òğàğçñê;Trarzan;x
TRZ_ADJ;Mauritanian;Mauritanien;Mauretanisch;mauretañsk;Mauritana;Mauritana;mauritániai;Mauritánie;mauritániai;Mauritaanse;Mauritano;ìàâğèòàíñê;Mauritanian;x
TSW;Botswana;Botswana;Botswana;Botswana;Botsuana;Beciuania;Botswana;Botswana;Botswana;Botswana;Botswana;Áîòñâàíà;Botswana;x
TSW_ADJ;Batswana;Botswanais;Botswanisch;botswañsk;Botsuana;Beciuana;Batswana;Batswana;Batswana;Batswana;Bechuano;áîòñâàíñê;Batswana;x
TTB;Trinidad;La Trinité;Trinidad;Trynidad;Trinidad;Trinidad;Trinidad;Trinidad;Trinidad;Trinidad;Trinidade;Òğèíèäàä;Trinidad;x
TTB_ADJ;Trinidadian;Trinidadien;Trinidadisch;trynidadzk;Trinitense;di Trinidad;trinidadi;Trinidadskı;trinidadi;Trinidad;Trinitário;òğèíèäàäñê;Trinidadian;x
TUR_theocracy;The Turkish Caliphate;Le Califat Turc;Das Türkische Kalifat;Kalifat Turecki;El Califato Turco;Il Califfato turco;A Török Kalifátus;Tureckı Chalífát;A Török Kalifátus;Het Turkse Kalifaat;O Califado Turco;Òóğåöêèé Õàëèôàò;Turkin Kalifaatti;x
TUR_theocracy_ADJ;Turkish;turque;Türkisch;tureck;Turca;Turca;török;Tureck;török;Turks;Turco;òóğåöê;Turkki;x
UCV;(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);(Terra Nullius);x
UCV_ADJ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;;  ;x
UGR;Yugra;Ougra;Jugra;Nadugra;Yugra;Jugra;Yugra;Jugra;Yugra;Yugra;Úgria;Şãğà;Yugra;x
UGR_ADJ;Ugrian;Ougrien;Ugrisch;ugryjsk;Ugra;Ugra;ugor;Ugrijskı;ugor;Oegrische;Úgrico;óãîğñê;ugrilaisten;x
UIL;Illinois;Illinois;Illinois;Illinois;Ilinés;Illinois;Illinois;Illinois;Illinois;Illinois;Illinois;Èëëèíîéñ;Illinois;x
UIL_ADJ;Illinoisian;Illinois;Illinoisianisch;illinojsk;Ilinesa;dell'Illinois;Illinoisian;Illinois;Illinoisian;Illinoisian;Ilinoisano;èëëèíîéññê;Illinoisian;x
UKR;The Ukraine;Ukraine;Ukraine;Ukraina;Ucrania;Ucraina;;;;;Ucrânia;Óêğàèíà;;x
UNB;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebrasca;Íåáğàñêà;Nebraska;x
UNB_ADJ;Nebraskan;Nébraskain;Nebraska-;nebrask;Nebrasqueña;del Nebraska;Nebraskan;Nebraskan;Nebraskan;Nebraska;Nebrascano;íåáğàñêñê;Nebraskasta;x
UND;The Undead Horde;La Horde des Morts-Vivants;Die Horde der Untoten;Horda Nieumar³ych;La Horda de los No-Muertos;L'Orda dei Non Morti;az élohalottak horda;Horda nemrtvıch;az élohalottak horda;de Horde van de Ondoden;A Horda dos Mortos-Vivos;Íåæèâîòíàÿ Îğäà;Horde of the Undead;x
UND_ADJ;Undead;Mort-Vivant;Untot;nieumar³;No-Muerta;Non-Morta;Undead;Undead;Undead;undead;Morto-Vivo;íåæèâîòí;Undead;x
UND_anarcho_liberal;Mammon's Faction;Faction de Mammon;Fraktion von Mammon;Frakcja Mammona;Facción de Mammon;Fazione di Mammona;Mammon Faction;Mamonova frakce;Mammon Faction;Mammon Faction;Partido de Mammon;Ôğàêöèÿ Ìàììîíà;Mammon Faction;x
UND_communist;Belphegor's Faction;Faction de Belphégor;Fraktion von Belphegor;Frakcja Belfegora;Facción de Belfegor;Fazione di Belfagor;Belphegor frakciója;Belphegorova frakce;Belphegor frakciója;Belphegor's Faction;Partido de Belfegor;Ôğàêöèÿ Áåëôåãîğà;Belphegorin fraktio;x
UND_conservative;Abbadon's Faction;Faction d'Abaddon;Fraktion von Abaddon;Frakcja Abaddona;Facción de Abbadon;Fazione di Abaddon;Abbadon frakciója;Abbadonova frakce;Abbadon frakciója;Abbadon's Faction;Partido de Abbadon;Ôğàêöèÿ Àááàäîíà;Abbadonin fraktio;x
UND_fascist;Satan's Faction;Faction de Satan;Fraktion von Satan;Frakcja Szatana;Facción de Satanás;Fazione di Satana;Sátán frakciója;Fráze Satana;Sátán frakciója;Faction of Satan;Partido de Satanás;Ôğàêöèÿ Ñàòàíû;Saatanan fraktio;x
UND_liberal;Beelzebub's Faction;Faction de Belzébuth;Fraktion von Beelzebub;Frakcja Belzebuba;Facción de Belzebub;Fazione di Belzebù;Beelzebub frakciója;Fráze Beelzebuba;Beelzebub frakciója;Faction of Beëlzebub;Partido de Belzebub;Ôğàêöèÿ Âåëüçåâóëà;Beelzebubin fraktio;x
UND_reactionary;Lucifer's Faction;Faction de Lucifer;Fraktion von Luzifer;Frakcja Lucyfera;Facción de Lucifer;Fazione di Lucifero;Lucifer frakciója;Frakce Lucifera;Lucifer frakciója;Faction of Lucifer;Partido de Lucifér;Ôğàêöèÿ Ëşöèôåğà;Luciferin fraktio;x
UND_socialist;Asmodeus' Faction;Faction d'Asmodée;Fraktion von Asmodeus;Frakcja Asmodeusza;Facción de Asmodeo;Fazione di Asmodeo;Asmodeus frakciója;Frakce Asmodeus;Asmodeus frakciója;Faction van Asmodeus;Partido de Asmodeus;Ôğàêöèÿ Àñìîäåóñà;Asmodeuksen fraktio;x
UNM;New Mexico;Nouveau-Mexique;Neu-Mexiko;Nowy Meksyk;Nuevo México;Nuovo Messico;Új-Mexikó;Nové Mexiko;Új-Mexikó;New Mexico;O Novo México;Íîâûé-Ìåêñèêî;Uusi Meksiko;x
UNM_ADJ;New Mexican;Nouveau-Mexicain;Neu-Mexikanisch;nowomeksykañsk;Neomejicana;Neomessicana;Új mexikói;Nové mexické;Új mexikói;Nieuwe Mexicaan;Neomexicano;íîâîìåêñèêàíñê;Uusi Meksikon;x
UNY;New York;Nouvelle-York;Neu-York;Nowy Jork;Nueva York;Nuova York;New York;New York;New York;New York;Nova Iorque;Íüş-Éîğê;New York;x
UNY_ADJ;New Yorker;Nouvelle-Yorkais;Neu-Yorkisch;nowojorsk;Neoyorquina;Newyorkese;New Yorker;Newyorèan;New Yorker;New Yorker;Nova-Iorquino;íîâîéîğêñê;New Yorkilainen;x
UOR;Oregon;Orégon;Oregon;Oregon;Oregón;Oregon;Oregon;Oregon;Oregon;Oregon;O Óregon;Îğåãîí;Oregon;x
UOR_ADJ;Oregonian;Orégonais;Oregon-;oregoñsk;Oregoniana;Oregonese;Oregonian;Oregonian;Oregonian;Oregonian;Oregonês;îğåãîíñê;Oregonian;x
URA;Uralia;Ouralie;Uralien;Uralsk;Los Urales;Uralia;Uralia;Uralie;Uralia;Uralia;Os Urais;Óğàëèÿ;Uralia;x
URA_ADJ;Ural;Oural;Uralisch;uralsk;Uralesa;Uralica;Urál;Ural;Urál;Ural;Ural;óğàëüñê;Ural;x
UYG;Uyghurstan;Ouïghourstan;Uiguristan;Ujguristan;Uiguristán;Uiguristan;Uyghurstan;Uyghurstan;Uyghurstan;Uyghurstan;Uiguristão;Óéãóğèñòàí;Uyghurstan;x
UYG_ADJ;Uyghur;Ouïghour;Uigurisch;ujgursk;Uigur;Uigura;ujgur;Ujghur;ujgur;Uyghur;Uigur;óéãóğñê;uiguuri;x
UTS;Ü ;Ü ;Ü ;Utsang;Ü ;Utsang;Utsang;Utsang;Utsang;Utsang;Utsang;Utsang;Utsang;x
UTS_ADJ;Ü ;Ü ;Ü ;Ü ;Ü ;Ü ;Ü ;Ü ;Ü ;Ü ;Ü ;U ;Ü ;x
UZB;Uzbekistan;Ouzbékistan;Usbekistan;Uzbekistan;Uzbekistán;Usbechistan;Üzbegisztán;Uzbekistán;Üzbegisztán;Oezbekistan;Uzbequistão;Óçáåêèñòàí;Uzbekistan;x
UZB_ADJ;Uzbek;Ouzbek;Usbekisch;uzbeck;Uzbeka;Usbeca;üzbég;Uzbekistán;üzbég;Oezbeeks;Uzbeque;óçáåêñê;uzbekki;x
VAN;Vandalia;Vandalia;Vandalia;Wandalowie;Los Vándalos;Vandalia;Vandalia;Vandalia;Vandalia;Vandalia;Os Vândalos;Âàíäàëüñê;Vandalia;x
VAN_ADJ;Vandalic;vandalique;Vandalisch;wandalsk;Vándala;Vandala;Vandál;vandalskı;Vandál;Vandaal;Vândalo;âàíäàëüñê;Vandaali;x
VAT_bourgeois_dictatorship;The Commonwealth of Rome;La Communauté de Rome;Das Gemeintum von Rom;Wspólnota Rzymska;La Mancomunidad de Roma;Il Commonwealth di Roma;A Római Nemzetközösség;Øímské Spoleèenství;A Római Nemzetközösség;Het Gemenebest van Rome;A Comunidade de Roma;Ñîäğóæåñòâî Ğèìà;Rooman yhteisö;x
VAT_bourgeois_dictatorship_ADJ;Roman;Romain;Römisch;rzymsk;Romana;Romana;Római;Øímskı;Római;Romeins;Romano;ğèìñê;Roomalainen;x
VAT_fascist_dictatorship;The Kingdom of God;Le Royaume de Dieu;Das Königreich Gottes;Królestwo Bo¿e;El Reino de Dios;Il Regno di Dio;Isten Országa;Boí království;Isten Országa;Het koninkrijk van God;O Reino de Deus;Áîãîäàííîå Öàğñòâî;Jumalan valtakunta;x
VAT_fascist_dictatorship_ADJ;Divine;Divin;Göttlich;bosk;Divina;Divina;Isteni;Boskı;Isteni;Goddelijk;Divino;áîãîäàíí;Jumalallinen;x
VAT_proletariat_dictatorship;The People's Republic of Rome;La République Populaire de Rome;Die Volksrepublik Rom;Ludowa Republika Rzymska;La República Popular de Roma;La Repubblica Popolare di Roma;A Római Népköztársaság;Øímská Lidová Republika;A Római Népköztársaság;De Volksrepubliek Rome;A República Popular de Roma;Ğèìñêàÿ Íàğîäíàÿ Ğåñïóáëèêà;Rooman kansantasavalta;x
VAT_proletariat_dictatorship_ADJ;Roman;Romain;Römisch;rzymsk;Romana;Romana;Római;Øímskı;Római;Romeins;Romano;ğèìñê;Roomalainen;x
VGO;Visigothia;Visigothie;Westgoten;Wizygotowie;Los Visigodos;Visigozia;Visigothia;Visigothia;Visigothia;Visigothia;Os Visigodos;Âåñòãîòñê;Visigothia;x
VGO_ADJ;Visigothic;Visigothique;Westgotisch;wizygock;Visigoda;Visigota;vizigót;Visigothic;vizigót;Visigothic;Visigodo;âåñòãîòñê;Visigothic;x
VNT;The Venetics;Vénétique;Die Venetei;Wenetowie;Véneto;Veneticia;Venetika;Venetics;Venetika;Venetica;Os Venéticos;Äğåâíåâåíåòñê;Venetiikka;x
VNT_ADJ;Venetic;Vénétique;Venetisch;wenetyjsk;Venética;Venetica;Velencei;Venetickı;Velencei;Venetic;Venético;äğåâíåâåíåòñê;Venetsia;x
VRM;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Âåğìîíò;Vermont;x
VRM_ADJ;Vermontian;Vermontoise;Vermontisch;Vermonta;Vermontesa;Vermontigiana;Vermonti;Vermontian;Vermonti;Vermontiaans;Vermontês;âåğìîíòñê;Vermontilainen;x
VTU;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Âàíóàòó;Vanuatu;x
VTU_ADJ;Vanuatu;Vanuatuais;Vanuatuisch;vanuack;Vanuatuense;di Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatense;âàíóàòñê;Vanuatu;x
WEN;Wenedia;Vénédie;Wenedien;Wenedowie;Venedia;Venedia;Wenedia;Wenedie;Wenedia;Wenedië;Os Venédicos;Âåíåäèÿ;Venedia;x
WEN_ADJ;Venedic;Vénédais;Wenedisch;wenedyjsk;Venédico;Venedica;Wenedyk;Wenedyk;Wenedyk;Wenedisch;Venédico;âåíåäñê;Venedialainen;x
WES;Westphalia;Westphalie;Westfalen;Westfalia;Westfalia;Vestfalia;Vesztfália;Vestfálsko;Vesztfália;Westfalen;Vestfália;Âåñòôàëèÿ;Westfalen;x
WES_ADJ;Westphalian;Westphalien;Westfalisch;westfalsk;de Westfalia;di Vestfalia;vesztfáliai;vestfálskı;vesztfáliai;Westfaalse;Vestfaliano;âåñòôàëüñê;Westfalenin;x
WHA;Wales;Galles;Wales;Walia;Gales;Galles;Wales;Wales;Wales;Wales;Gales;Óıëüñ;Wales;x
WHA_ADJ;Welsh;Gallois;Walisisch;Walii;Galesa;Gallese;walesi;velština;walesi;Wels;Galês;Âàëëèéñê;Walesin;x
WRI;Warri;Ouarri;Warri;Warri;Warri;Warri;Warri;Warri;Warri;Warri;Warri;Âàğğè;Warri;x
WRI_ADJ;Warri;d'Ouarri;Warri-;Warri;de Warri;di Warri;Warri;Warri;Warri;Warri;de Warri;âàğğèéñê;Warri;x
WRS_presidential_dictatorship;Somaliland;Somaliland;Somaliland;Somaliland;Somalilandia;Somaliland;Somaliland;Somaliland;Somaliland;Somaliland;Somalilândia;Ñîìàëèëåíä;Somaliland;x
WRS_presidential_dictatorship_ADJ;Somaliland;Somalilandais;Somalilandisch;somalilandzk;Somalilandesa;del Somaliland;Somaliland;Somaliland;Somaliland;Somaliland;Somalilandês;ñîìàëèëåíäñê;Somaliland;x
WSF;Zapadoslavia;Zapadoslavie;Sapadoslawien;Zachodnios³awia;Zapadoslavia;Zapadoslavia;Zapadoslavia;Zapadoslavie;Zapadoslavia;Zapadoslavia;A Zapadoslávia;Çàïàäíîñëàâèÿ;Zapadoslavia;x
WSF_ADJ;West Slavic;Slave Occidental;Westslawisch;zachodnios³owiañsk;Zapadoslava;Slava Occidentale;Nyugat-szláv;Západoslovanskı;Nyugat-szláv;West Slavic;Zapadoslava;çàïàäíîñëàâÿíñê;West Slavic;x
WSH;Western Sahara;Sahara Occidental;Westsahara;Sahara Zachodnia;Sahara Occidental;Sahara Occidentale;nyugat-Szahara;západní Sahara;nyugat-Szahara;Westelijke Sahara;Saara Ocidental;Çàïàäíàÿ Ñàõàğà;Länsi-Sahara;x
WSH_ADJ;Western Saharan;Sahraoui;Westsaharisch;zachodniosaharyjsk;Saharaui;Sahariana Occidentale;Nyugat-szaharai;Západní saharskı;Nyugat-szaharai;Westelijke Sahara;Saaráui;çàïàäíîñàõàğñê;Länsi-Saharan;x
WSI;The West Indies;Antilles;Die Westindische Inseln;Zachodnie Indie;Las Indias Occidentales;Le Indie Occidentali;Nyugat-India;Západní Indie;Nyugat-India;West Indië;As Índias Ocidentais;Çàïàäíûå Èíäèè;Länsi-Intia;x
